,SourceID,DestID
341,6727,5520
342,6727,154
343,111,80
344,111,146
345,5499,5481
346,5499,7253
347,5529,5496
348,5529,5515
349,6728,5508
350,6728,154
351,5515,5496
352,5515,5520
353,5515,5529
354,146,62
355,146,5496
356,146,111
357,146,149
358,149,5496
359,149,146
360,154,5512
361,154,5496
362,154,5481
363,154,80
364,154,5520
365,154,5508
366,154,6727
367,154,6728
368,7253,5499
369,7253,5535
370,161,80
371,161,202
372,5535,5504
373,5535,7253
374,202,80
375,202,161
376,4119,2188
377,4119,2072
378,4119,5687
379,5687,4059
380,4059,5687
381,3885,3316
382,3999,3316
383,4120,3316
384,3386,3316
385,3077,3316
386,3179,3316
387,3992,2397
388,3992,2276
389,3304,3316
390,2397,3992
391,2397,3316
392,3308,3316
393,3351,3316
394,3034,3316
395,3035,3316
396,3239,3316
397,3205,3316
398,3316,3885
399,3316,3999
400,3316,4120
401,3316,3386
402,3316,3077
403,3316,3179
404,3316,3304
405,3316,2397
406,3316,3308
407,3316,3351
408,3316,3034
409,3316,3035
410,3316,3239
411,3316,3205
412,3316,4302
413,3316,2276
414,4302,3316
415,2276,3992
416,2276,3316
417,1679,1558
418,338,1678
419,345,382
420,1558,1679
421,1558,382
422,1558,346
423,1558,1678
424,382,345
425,382,1558
426,382,342
427,382,1520
428,382,351
429,382,1209
430,3986,1561
431,1609,1678
432,342,382
433,346,1558
434,1561,3986
435,1520,382
436,1612,1678
437,351,382
438,1209,382
439,1678,338
440,1678,1558
441,1678,1609
442,1678,1612
443,3682,6958
444,3682,3754
445,3682,4335
446,3682,5756
447,3682,5759
448,3682,5773
449,1937,3533
450,1943,3533
451,1943,3722
452,3875,3533
453,3875,3793
454,3875,3646
455,3533,1937
456,3533,1943
457,3533,3875
458,3533,1948
459,3533,1941
460,3533,1944
461,3533,3878
462,3533,1930
463,3533,1934
464,3533,3646
465,1948,3533
466,1941,3533
467,1941,1944
468,1944,3533
469,6130,5773
470,3472,3878
471,3472,3646
472,3712,1930
473,3712,3646
474,6958,3682
475,3754,3682
476,3754,3878
477,3878,3533
478,3878,3472
479,3878,3754
480,3878,1930
481,3878,3564
482,3878,3793
483,3878,3698
484,4335,3682
485,1930,3533
486,1930,3712
487,1930,3878
488,1930,3722
489,5756,3682
490,3722,1943
491,3722,1930
492,3722,3646
493,5759,3682
494,3564,3878
495,3564,3646
496,3793,3875
497,3793,3878
498,1934,3533
499,3698,3878
500,3698,3646
501,3646,3875
502,3646,3533
503,3646,3472
504,3646,3712
505,3646,3722
506,3646,3564
507,3646,3698
508,5773,3682
509,5773,6130
510,580,5673
511,580,1080
512,1218,1074
513,1218,5673
514,1218,1080
515,1525,1074
516,1538,1074
517,302,1074
518,302,5673
519,302,1080
520,344,5673
521,1074,1218
522,1074,1525
523,1074,1538
524,1074,302
525,1074,1534
526,1074,502
527,1074,1335
528,1074,1359
529,1074,4317
530,1074,1273
531,1074,1539
532,1534,1074
533,1066,1359
534,502,1074
535,502,1080
536,1335,1074
537,1359,1074
538,1359,1066
539,1359,5673
540,5673,580
541,5673,1218
542,5673,302
543,5673,344
544,5673,1359
545,5673,3998
546,3998,5673
547,4317,1074
548,1273,1074
549,1080,580
550,1080,1218
551,1080,302
552,1080,502
553,1539,1074
554,2895,2844
555,2895,2848
556,2896,2897
557,2897,2895
558,2844,2895
559,2848,2895
560,2966,4029
561,2966,2948
562,2980,4029
563,4029,2966
564,4029,2980
565,4029,6156
566,4029,6149
567,4029,6153
568,4029,6150
569,4029,6485
570,4029,2981
571,4029,1743
572,6156,4029
573,6149,4029
574,6153,4029
575,2948,2966
576,6150,4029
577,6485,4029
578,2981,4029
579,1743,4029
580,2874,2881
581,2774,2878
582,2897,1762
583,2877,2881
584,2877,2899
585,2878,2774
586,2878,2881
587,2878,1762
588,2878,2893
589,2881,2874
590,2881,2877
591,2881,2878
592,2881,6460
593,2881,1762
594,2881,2879
595,2881,2899
596,6460,2881
597,1762,2881
598,1762,2899
599,2879,2881
600,2893,2878
601,2899,2877
602,2899,2881
603,2899,1762
604,6351,3379
605,3370,3393
606,3370,3395
607,3370,2244
608,3375,4380
609,3375,3393
610,3375,3395
611,3375,3386
612,3375,3400
613,3375,3382
614,3375,3399
615,4380,3375
616,4380,3388
617,4380,4108
618,4380,3368
619,3393,3370
620,3393,3375
621,3393,3371
622,3393,3395
623,3393,4109
624,3393,3404
625,3393,6353
626,3393,4120
627,3393,3386
628,3393,3179
629,3393,4085
630,3393,3384
631,3393,3382
632,3393,3378
633,3393,4033
634,3393,4097
635,3393,3387
636,3393,3388
637,3393,3373
638,3393,3364
639,3393,3406
640,3393,6435
641,3393,4302
642,3393,3361
643,3393,4030
644,3393,3374
645,3393,4108
646,3393,2275
647,3393,3368
648,3393,3369
649,3393,3399
650,3393,3376
651,3393,6390
652,3393,3379
653,3393,6366
654,3393,6361
655,3393,6357
656,3371,3393
657,3371,3395
658,3371,3385
659,3371,3382
660,3371,4144
661,3371,6392
662,3371,3383
663,3395,3370
664,3395,3375
665,3395,3393
666,3395,3371
667,3395,9310
668,3395,6434
669,3395,4120
670,3395,8407
671,3395,6345
672,3395,3389
673,3395,3386
674,3395,3077
675,3395,3179
676,3395,3930
677,3395,4085
678,3395,3381
679,3395,8781
680,3395,4301
681,3395,3384
682,3395,3382
683,3395,6379
684,3395,3394
685,3395,3378
686,3395,4033
687,3395,6376
688,3395,4097
689,3395,6402
690,3395,3339
691,3395,3388
692,3395,3373
693,3395,3364
694,3395,3406
695,3395,6435
696,3395,4144
697,3395,6347
698,3395,4030
699,3395,3374
700,3395,3390
701,3395,4108
702,3395,2275
703,3395,3368
704,3395,3369
705,3395,3399
706,3395,6392
707,3395,3376
708,3395,6390
709,3395,6403
710,3395,3396
711,3395,3379
712,3395,3383
713,3395,6366
714,3395,4149
715,3395,6361
716,3395,8876
717,4109,3393
718,4109,3400
719,4109,3383
720,4109,6355
721,6344,3369
722,9310,3395
723,3404,3393
724,3404,3386
725,3404,3400
726,3404,4108
727,3404,4149
728,4308,3378
729,6434,3395
730,6434,4144
731,6353,3393
732,6353,3388
733,3385,3371
734,3385,3379
735,9311,4097
736,9311,3379
737,4120,3393
738,4120,3395
739,4120,3386
740,4120,3387
741,4120,6355
742,8407,3395
743,6345,3395
744,3389,3395
745,3386,3375
746,3386,3393
747,3386,3395
748,3386,3404
749,3386,4120
750,3386,3394
751,3386,3368
752,3386,3369
753,3077,3395
754,3077,6361
755,3077,6357
756,3179,3393
757,3179,3395
758,3400,3375
759,3400,4109
760,3400,3404
761,3400,4085
762,3400,3387
763,3400,3388
764,3400,6954
765,3400,6347
766,3400,4108
767,3400,3368
768,3400,6392
769,3400,3376
770,3400,3379
771,3400,4149
772,3930,3395
773,4085,3393
774,4085,3395
775,4085,3400
776,4085,3372
777,6432,3378
778,3381,3395
779,3381,3382
780,8781,3395
781,6386,3394
782,6386,3376
783,4301,3395
784,3397,3399
785,3384,3393
786,3384,3395
787,3384,3382
788,3384,3387
789,3382,3375
790,3382,3393
791,3382,3371
792,3382,3395
793,3382,3381
794,3382,3384
795,3382,3394
796,3382,6376
797,3382,3387
798,3382,3388
799,3382,3390
800,3382,4108
801,3382,2276
802,3382,6403
803,3382,3379
804,3382,3383
805,3382,4149
806,6379,3395
807,6379,3383
808,3394,3395
809,3394,3386
810,3394,6386
811,3394,3382
812,3394,3378
813,3394,4030
814,3394,6392
815,3394,4149
816,3372,4085
817,3372,6347
818,3372,4030
819,3378,3393
820,3378,3395
821,3378,4308
822,3378,6432
823,3378,3394
824,3378,3368
825,4033,3393
826,4033,3395
827,4033,6400
828,6376,3395
829,6376,3382
830,4097,3393
831,4097,3395
832,4097,9311
833,4097,3379
834,4097,6366
835,6385,3379
836,6402,3395
837,3339,3395
838,6400,4033
839,6400,3388
840,6400,4030
841,6400,6366
842,3387,3393
843,3387,4120
844,3387,3400
845,3387,3384
846,3387,3382
847,3387,4144
848,3387,4030
849,3388,4380
850,3388,3393
851,3388,3395
852,3388,6353
853,3388,3400
854,3388,3382
855,3388,6400
856,3388,4030
857,3373,3393
858,3373,3395
859,3373,3205
860,3373,3376
861,5475,3376
862,6954,3400
863,3364,3393
864,3364,3395
865,3364,6403
866,3364,8043
867,3406,3393
868,3406,3395
869,3406,2244
870,6435,3393
871,6435,3395
872,3205,3373
873,4144,3371
874,4144,3395
875,4144,6434
876,4144,3387
877,4144,3369
878,4144,4149
879,4144,156
880,6347,3395
881,6347,3400
882,6347,3372
883,2244,3370
884,2244,3406
885,4302,3393
886,3361,3393
887,4030,3393
888,4030,3395
889,4030,3394
890,4030,3372
891,4030,6400
892,4030,3387
893,4030,3388
894,4030,4108
895,4030,6392
896,4030,4110
897,3374,3393
898,3374,3395
899,3374,6403
900,3390,3395
901,3390,3382
902,4108,4380
903,4108,3393
904,4108,3395
905,4108,3404
906,4108,3400
907,4108,3382
908,4108,4030
909,4108,3379
910,2276,3382
911,2275,3393
912,2275,3395
913,3368,4380
914,3368,3393
915,3368,3395
916,3368,3386
917,3368,3400
918,3368,3378
919,8858,3369
920,3369,3393
921,3369,3395
922,3369,6344
923,3369,3386
924,3369,4144
925,3369,8858
926,3399,3375
927,3399,3393
928,3399,3395
929,3399,3397
930,3399,3379
931,6368,3379
932,6392,3371
933,6392,3395
934,6392,3400
935,6392,3394
936,6392,4030
937,3376,3393
938,3376,3395
939,3376,3400
940,3376,6386
941,3376,3373
942,3376,5475
943,6390,3393
944,6390,3395
945,6403,3395
946,6403,3382
947,6403,3364
948,6403,3374
949,3396,3395
950,3379,6351
951,3379,3393
952,3379,3395
953,3379,3385
954,3379,9311
955,3379,3400
956,3379,3382
957,3379,4097
958,3379,6385
959,3379,4108
960,3379,3399
961,3379,6368
962,3379,3383
963,3379,6366
964,3379,4110
965,3383,3371
966,3383,3395
967,3383,4109
968,3383,3382
969,3383,6379
970,3383,3379
971,6366,3393
972,6366,3395
973,6366,4097
974,6366,6400
975,6366,3379
976,6366,8043
977,4149,3395
978,4149,3404
979,4149,3400
980,4149,3382
981,4149,3394
982,4149,4144
983,4110,4030
984,4110,3379
985,6361,3393
986,6361,3395
987,6361,3077
988,8876,3395
989,156,4144
990,6357,3393
991,6357,3077
992,8043,3364
993,8043,6366
994,6355,4109
995,6355,4120
996,3877,3484
997,3484,3877
998,1128,1590
999,1590,1128
1000,5965,7214
1001,5965,7215
1002,7214,5965
1003,7215,3423
1004,3423,5965
1005,8428,2988
1006,6151,2988
1007,4364,4111
1008,4364,2992
1009,4364,2988
1010,6143,6140
1011,6143,2988
1012,6140,6143
1013,6140,2975
1014,6140,2988
1015,2975,6140
1016,4111,4364
1017,4368,2988
1018,2992,4364
1019,2988,8428
1020,2988,6151
1021,2988,4364
1022,2988,6143
1023,2988,6140
1024,2988,4368
1025,3885,3076
1026,6176,3076
1027,3043,3069
1028,3043,3076
1029,3069,3043
1030,3069,3076
1031,3069,2194
1032,3068,3076
1033,3076,3885
1034,3076,6176
1035,3076,3043
1036,3076,3069
1037,3076,3068
1038,3076,2188
1039,3076,2072
1040,3076,3071
1041,3076,3125
1042,3076,3304
1043,3076,2194
1044,3076,3073
1045,3076,3074
1046,2188,3076
1047,2072,3076
1048,3071,3076
1049,3125,3076
1050,3304,3076
1051,2194,3069
1052,2194,3076
1053,3072,3076
1054,3073,3076
1055,3073,3072
1056,3074,3076
1057,5498,128
1058,128,5498
1059,3670,3988
1060,3988,3670
1061,3988,3797
1062,3988,3576
1063,3988,1760
1064,3797,3988
1065,3576,3988
1066,3576,1760
1067,1760,3988
1068,1760,3576
1069,49,176
1070,87,156
1071,87,176
1072,100,196
1073,156,87
1074,156,176
1075,176,87
1076,176,156
1077,176,178
1078,176,196
1079,178,49
1080,196,100
1081,196,176
1082,1783,1824
1083,1783,1850
1084,1785,1824
1085,2709,1824
1086,1794,1824
1087,1796,1824
1088,1789,1824
1089,1795,1824
1090,1793,1824
1091,1792,1824
1092,1852,1824
1093,1852,1825
1094,1852,1850
1095,1797,1824
1096,1800,1824
1097,1804,1824
1098,1804,1825
1099,1804,3621
1100,1804,1840
1101,1804,3867
1102,1804,1847
1103,1767,1824
1104,1909,1824
1105,1807,1824
1106,1786,1824
1107,3797,1824
1108,1816,1824
1109,3877,1825
1110,3877,1850
1111,1824,1783
1112,1824,1785
1113,1824,2709
1114,1824,1794
1115,1824,1796
1116,1824,1789
1117,1824,1795
1118,1824,1793
1119,1824,1792
1120,1824,1852
1121,1824,1797
1122,1824,1800
1123,1824,1804
1124,1824,1767
1125,1824,1909
1126,1824,1807
1127,1824,1786
1128,1824,3797
1129,1824,1816
1130,1824,3576
1131,1824,1819
1132,1824,1822
1133,1824,1825
1134,1824,1826
1135,1824,1829
1136,1824,\N
1137,1824,1836
1138,1824,1839
1139,1824,3621
1140,1824,1840
1141,1824,1885
1142,1824,3867
1143,1824,1848
1144,1824,1846
1145,1824,1847
1146,1824,1845
1147,1824,1854
1148,1824,1853
1149,1824,1855
1150,1824,1856
1151,1824,1858
1152,3576,1824
1153,1819,1824
1154,1822,1824
1155,1825,1852
1156,1825,1804
1157,1825,3877
1158,1825,1824
1159,1825,3621
1160,1825,1850
1161,1826,1824
1162,1829,1824
1163,\N,1824
1164,1836,1824
1165,1836,1850
1166,1839,1824
1167,3621,1804
1168,3621,1824
1169,3621,1825
1170,3621,1850
1171,1840,1804
1172,1840,1824
1173,1840,1850
1174,1885,1824
1175,3867,1804
1176,3867,1824
1177,1848,1824
1178,1846,1824
1179,1847,1804
1180,1847,1824
1181,1850,1783
1182,1850,1852
1183,1850,3877
1184,1850,1825
1185,1850,1836
1186,1850,3621
1187,1850,1840
1188,1850,1856
1189,1845,1824
1190,1854,1824
1191,1853,1824
1192,1855,1824
1193,1856,1824
1194,1856,1850
1195,1858,1824
1196,3093,2048
1197,3093,2050
1198,2188,2050
1199,2048,3093
1200,2048,2223
1201,2048,2050
1202,2223,2048
1203,2223,2050
1204,2050,3093
1205,2050,2188
1206,2050,2048
1207,2050,2223
1208,2050,2053
1209,2053,2050
1210,1688,1678
1211,1423,1130
1212,1130,1423
1213,1130,1678
1214,1742,1678
1215,4197,1678
1216,1737,1678
1217,1678,1688
1218,1678,1130
1219,1678,1742
1220,1678,4197
1221,1678,1737
1222,1230,350
1223,1230,351
1224,210,344
1225,580,342
1226,4309,345
1227,4309,351
1228,737,344
1229,737,345
1230,737,342
1231,3941,344
1232,3941,350
1233,1688,344
1234,1218,344
1235,1218,345
1236,1218,352
1237,1218,342
1238,1218,350
1239,1506,350
1240,1739,350
1241,636,342
1242,469,342
1243,469,351
1244,1321,344
1245,1321,345
1246,1321,342
1247,1321,350
1248,1321,351
1249,1216,345
1250,1216,350
1251,1538,344
1252,1538,351
1253,353,350
1254,1501,344
1255,1501,345
1256,1501,350
1257,302,350
1258,1423,345
1259,1489,344
1260,1489,342
1261,1489,350
1262,1519,344
1263,1519,345
1264,1519,350
1265,1382,342
1266,1460,344
1267,1460,338
1268,1460,350
1269,344,210
1270,344,737
1271,344,3941
1272,344,1688
1273,344,1218
1274,344,1321
1275,344,1538
1276,344,1501
1277,344,1489
1278,344,1519
1279,344,1460
1280,344,1322
1281,344,1509
1282,344,1200
1283,344,338
1284,344,599
1285,344,535
1286,344,1626
1287,344,1555
1288,344,382
1289,344,342
1290,344,5557
1291,344,1452
1292,344,1225
1293,344,1468
1294,344,1479
1295,344,1458
1296,344,4322
1297,344,1462
1298,344,348
1299,344,507
1300,344,1638
1301,344,1054
1302,344,478
1303,344,1524
1304,344,1561
1305,344,1354
1306,344,5673
1307,344,1520
1308,344,3998
1309,344,1512
1310,344,1587
1311,344,1562
1312,344,1203
1313,344,1075
1314,344,1472
1315,344,1205
1316,344,772
1317,344,4317
1318,344,1646
1319,344,1486
1320,344,1206
1321,344,548
1322,344,1508
1323,344,1612
1324,344,1590
1325,344,287
1326,344,351
1327,344,1551
1328,344,1613
1329,344,1550
1330,344,679
1331,344,1226
1332,344,1209
1333,344,1208
1334,344,1678
1335,1322,344
1336,1509,344
1337,1509,345
1338,1509,352
1339,1509,342
1340,1509,350
1341,1509,351
1342,488,345
1343,1200,344
1344,1200,345
1345,1200,352
1346,1200,342
1347,1200,350
1348,1200,351
1349,338,1460
1350,338,344
1351,338,345
1352,338,350
1353,373,5557
1354,373,346
1355,373,3998
1356,373,4317
1357,373,1206
1358,599,344
1359,599,345
1360,345,4309
1361,345,737
1362,345,1218
1363,345,1321
1364,345,1216
1365,345,1501
1366,345,1423
1367,345,1519
1368,345,1509
1369,345,488
1370,345,1200
1371,345,338
1372,345,599
1373,345,1665
1374,345,5557
1375,345,1452
1376,345,1225
1377,345,671
1378,345,348
1379,345,1335
1380,345,1229
1381,345,1359
1382,345,1524
1383,345,481
1384,345,347
1385,345,1520
1386,345,3998
1387,345,674
1388,345,1587
1389,345,1742
1390,345,1486
1391,345,1206
1392,345,1508
1393,345,1526
1394,345,1551
1395,345,679
1396,345,680
1397,345,1209
1398,535,344
1399,1626,344
1400,1626,342
1401,1626,350
1402,1555,344
1403,1555,352
1404,1555,342
1405,1555,350
1406,1555,351
1407,382,344
1408,4166,342
1409,3986,342
1410,3986,351
1411,340,5557
1412,1665,345
1413,1665,342
1414,352,1218
1415,352,1509
1416,352,1200
1417,352,1555
1418,352,1452
1419,352,1524
1420,352,1561
1421,352,3998
1422,352,1742
1423,352,4317
1424,352,1486
1425,352,1206
1426,352,548
1427,352,350
1428,352,1508
1429,352,1551
1430,352,1613
1431,342,580
1432,342,737
1433,342,1218
1434,342,636
1435,342,469
1436,342,1321
1437,342,1489
1438,342,1382
1439,342,344
1440,342,1509
1441,342,1200
1442,342,1626
1443,342,1555
1444,342,4166
1445,342,3986
1446,342,1665
1447,342,1452
1448,342,4322
1449,342,507
1450,342,1229
1451,342,478
1452,342,1524
1453,342,1561
1454,342,1354
1455,342,347
1456,342,1520
1457,342,644
1458,342,3998
1459,342,1587
1460,342,1742
1461,342,1205
1462,342,4317
1463,342,1486
1464,342,1206
1465,342,350
1466,342,1273
1467,342,1551
1468,342,1613
1469,342,1550
1470,342,1678
1471,5557,344
1472,5557,373
1473,5557,345
1474,5557,340
1475,5557,350
1476,421,351
1477,1452,344
1478,1452,345
1479,1452,352
1480,1452,342
1481,1452,350
1482,1452,351
1483,1225,344
1484,1225,345
1485,1225,350
1486,1225,351
1487,1468,344
1488,1479,344
1489,1458,344
1490,4322,344
1491,4322,342
1492,4322,351
1493,669,350
1494,671,345
1495,1462,344
1496,1462,350
1497,348,344
1498,348,345
1499,348,350
1500,507,344
1501,507,342
1502,507,350
1503,507,351
1504,1529,351
1505,1638,344
1506,1638,350
1507,1054,344
1508,1335,345
1509,1229,345
1510,1229,342
1511,478,344
1512,478,342
1513,1359,345
1514,346,373
1515,1524,344
1516,1524,345
1517,1524,352
1518,1524,342
1519,1524,350
1520,1561,344
1521,1561,352
1522,1561,342
1523,1561,350
1524,1354,344
1525,1354,342
1526,1354,351
1527,5673,344
1528,481,345
1529,347,345
1530,347,342
1531,347,351
1532,1520,344
1533,1520,345
1534,1520,342
1535,1520,350
1536,644,342
1537,3998,344
1538,3998,373
1539,3998,345
1540,3998,352
1541,3998,342
1542,3998,350
1543,3998,351
1544,1512,344
1545,674,345
1546,1587,344
1547,1587,345
1548,1587,342
1549,1742,345
1550,1742,352
1551,1742,342
1552,1742,350
1553,1742,351
1554,1562,344
1555,1203,344
1556,1075,344
1557,1472,344
1558,1205,344
1559,1205,342
1560,1205,350
1561,772,344
1562,772,350
1563,4317,344
1564,4317,373
1565,4317,352
1566,4317,342
1567,4317,350
1568,4317,351
1569,1646,344
1570,1646,350
1571,1646,351
1572,1486,344
1573,1486,345
1574,1486,352
1575,1486,342
1576,1486,350
1577,1206,344
1578,1206,373
1579,1206,345
1580,1206,352
1581,1206,342
1582,1206,350
1583,1206,351
1584,548,344
1585,548,352
1586,548,350
1587,350,1230
1588,350,3941
1589,350,1218
1590,350,1506
1591,350,1739
1592,350,1321
1593,350,1216
1594,350,353
1595,350,1501
1596,350,302
1597,350,1489
1598,350,1519
1599,350,1460
1600,350,1509
1601,350,1200
1602,350,338
1603,350,1626
1604,350,1555
1605,350,352
1606,350,342
1607,350,5557
1608,350,1452
1609,350,1225
1610,350,669
1611,350,1462
1612,350,348
1613,350,507
1614,350,1638
1615,350,1524
1616,350,1561
1617,350,1520
1618,350,3998
1619,350,1742
1620,350,1205
1621,350,772
1622,350,4317
1623,350,1646
1624,350,1486
1625,350,1206
1626,350,548
1627,350,1508
1628,350,351
1629,350,1613
1630,350,1209
1631,350,1208
1632,1508,344
1633,1508,345
1634,1508,352
1635,1508,350
1636,1612,344
1637,1273,342
1638,1590,344
1639,1526,345
1640,287,344
1641,351,1230
1642,351,4309
1643,351,469
1644,351,1321
1645,351,1538
1646,351,344
1647,351,1509
1648,351,1200
1649,351,1555
1650,351,3986
1651,351,421
1652,351,1452
1653,351,1225
1654,351,4322
1655,351,507
1656,351,1529
1657,351,1354
1658,351,347
1659,351,3998
1660,351,1742
1661,351,4317
1662,351,1646
1663,351,1206
1664,351,350
1665,351,1613
1666,351,1550
1667,351,1209
1668,1551,344
1669,1551,345
1670,1551,352
1671,1551,342
1672,1613,344
1673,1613,352
1674,1613,342
1675,1613,350
1676,1613,351
1677,1550,344
1678,1550,342
1679,1550,351
1680,679,344
1681,679,345
1682,680,345
1683,1226,344
1684,1209,344
1685,1209,345
1686,1209,350
1687,1209,351
1688,1208,344
1689,1208,350
1690,1678,344
1691,1678,342
1692,6712,3832
1693,3417,6712
1694,3417,7119
1695,7116,7236
1696,7105,3832
1697,7105,3420
1698,7119,6712
1699,3832,3417
1700,3832,7116
1701,3832,7105
1702,3832,3420
1703,3832,7246
1704,3832,7112
1705,3832,9741
1706,3832,7113
1707,3832,7115
1708,3420,7105
1709,3420,3832
1710,7236,3832
1711,7246,7110
1712,7110,3832
1713,7112,3832
1714,9741,3832
1715,9741,7115
1716,7113,3832
1717,7115,3832
1718,7115,9741
1719,7217,7218
1720,4385,7094
1721,3599,4385
1722,3599,7093
1723,3599,8202
1724,3599,7201
1725,3599,7206
1726,3599,7095
1727,3599,7097
1728,3599,8199
1729,3599,9739
1730,3599,7099
1731,6960,3599
1732,7093,3599
1733,7093,7206
1734,8202,3430
1735,7213,7096
1736,9742,7217
1737,7201,6960
1738,7094,7212
1739,7096,3599
1740,7206,3599
1741,7206,7093
1742,7095,9742
1743,7097,7216
1744,8199,8200
1745,7212,3599
1746,8200,8201
1747,9744,3599
1748,7216,3599
1749,3430,3599
1750,7218,3599
1751,8201,8203
1752,9739,9744
1753,7099,7213
1754,8203,3599
1755,1865,1885
